Model,Tumor Type,Treatment,Volume (mm3),body weight (g),Days Post T0,% TVol Difference,% BW Difference
X-2640,BRCA,BGJ398,192.9,28.1,55.0,-11.2,-0.7
X-2640,BRCA,BGJ398,180.8,28.2,59.0,-16.8,-0.4
X-2640,BRCA,BGJ398,169.7,28.1,62.0,-21.9,-0.7
X-2640,BRCA,BGJ398,161.2,28.0,66.0,-25.8,-1.1
X-2640,BRCA,BGJ398,161.3,26.2,69.0,-25.7,-7.4
X-2640,BRCA,BGJ398,157.3,27.7,73.0,-27.6,-2.1
X-2640,BRCA,BGJ398,189.3,27.3,76.0,-12.8,-3.5
X-2640,BRCA,BGJ398,168.2,27.2,80.0,-22.6,-3.9
X-2640,BRCA,BGJ398,187.5,26.2,83.0,-13.7,-7.4
X-2640,BRCA,BGJ398,178.4,26.6,87.0,-17.9,-6.0
X-2640,BRCA,BGJ398,163.8,27.0,90.0,-24.6,-4.6
X-2640,BRCA,BGJ398,170.0,26.4,94.0,-21.7,-6.7
X-2640,BRCA,BGJ398,178.3,26.1,97.0,-17.9,-7.8
X-2640,BRCA,BKM120,215.4,28.7,0.0,0.0,0.0
X-2640,BRCA,BKM120,216.2,29.0,3.0,0.4,1.0
X-2640,BRCA,BKM120,210.7,28.0,7.0,-2.2,-2.4
X-2640,BRCA,BKM120,198.0,29.4,10.0,-8.1,2.4
X-2640,BRCA,BKM120,195.8,29.9,14.0,-9.1,4.2
X-2640,BRCA,BKM120,195.7,29.7,17.0,-9.1,3.5
X-2640,BRCA,BKM120,178.1,29.0,21.0,-17.3,1.0
X-2640,BRCA,BKM120,158.7,30.3,25.0,-26.3,5.6
X-2640,BRCA,BKM120,155.6,30.8,28.0,-27.8,7.3
X-2640,BRCA,BKM120,143.0,30.6,32.0,-33.6,6.6
X-2640,BRCA,BKM120,139.0,29.7,35.0,-35.5,3.5
X-2640,BRCA,BKM120,142.5,31.2,39.0,-33.8,8.7
X-2640,BRCA,BKM120,132.7,30.9,42.0,-38.4,7.7
X-2640,BRCA,BKM120,129.2,31.8,46.0,-40.0,10.8
X-2640,BRCA,BKM120,131.7,31.0,49.0,-38.9,8.0
X-2640,BRCA,BKM120,119.1,31.1,53.0,-44.7,8.4
X-2640,BRCA,BKM120,108.9,31.3,56.0,-49.4,9.1
X-2640,BRCA,BKM120,120.0,32.0,60.0,-44.3,11.5
X-2640,BRCA,BKM120,123.7,32.4,63.0,-42.6,12.9
X-2640,BRCA,BKM120,121.9,31.8,67.0,-43.4,10.8
X-2640,BRCA,BKM120,129.7,31.4,70.0,-39.8,9.4
X-2640,BRCA,BKM120,142.6,32.7,74.0,-33.8,13.9
X-2640,BRCA,BKM120,121.4,32.3,77.0,-43.6,12.5
X-2640,BRCA,BKM120,133.1,32.7,81.0,-38.2,13.9
X-2640,BRCA,BKM120,131.3,31.7,84.0,-39.0,10.5
X-2640,BRCA,BKM120,132.4,32.7,88.0,-38.5,13.9
X-2640,BRCA,BKM120,112.8,32.7,91.0,-47.6,13.9
X-2640,BRCA,BYL719 + LEE011,237.8,25.5,0.0,0.0,0.0
X-2640,BRCA,BYL719 + LEE011,199.6,24.5,3.0,-16.1,-3.9
X-2640,BRCA,BYL719 + LEE011,187.0,23.4,7.0,-21.4,-8.2
X-2640,BRCA,BYL719 + LEE011,182.5,24.3,10.0,-23.3,-4.7
X-2640,BRCA,BYL719 + LEE011,173.7,24.4,14.0,-27.0,-4.3
X-2640,BRCA,BYL719 + LEE011,151.9,24.7,17.0,-36.1,-3.1
X-2640,BRCA,BYL719 + LEE011,153.5,23.3,21.0,-35.4,-8.6
X-2640,BRCA,BYL719 + LEE011,162.9,23.5,24.0,-31.5,-7.8
X-2640,BRCA,BYL719 + LEE011,147.2,24.9,28.0,-38.1,-2.4
X-2640,BRCA,BYL719 + LEE011,138.2,25.2,31.0,-41.9,-1.2
X-2640,BRCA,BYL719 + LEE011,134.2,23.3,35.0,-43.6,-8.6
X-2640,BRCA,BYL719 + LEE011,137.5,23.6,38.0,-42.2,-7.5
X-2640,BRCA,BYL719 + LJM716,234.8,28.9,0.0,0.0,0.0
X-2640,BRCA,BYL719 + LJM716,213.6,26.1,3.0,-9.0,-9.7
X-2640,BRCA,BYL719 + LJM716,182.1,27.8,7.0,-22.4,-3.8
X-2640,BRCA,BYL719 + LJM716,196.2,26.7,10.0,-16.4,-7.6
X-2640,BRCA,BYL719 + LJM716,171.0,29.1,14.0,-27.2,0.7
X-2640,BRCA,BYL719 + LJM716,175.2,27.9,17.0,-25.4,-3.5
X-2640,BRCA,BYL719 + LJM716,184.5,27.9,21.0,-21.4,-3.5
X-2640,BRCA,BYL719 + LJM716,186.0,27.4,24.0,-20.8,-5.2
X-2640,BRCA,BYL719 + LJM716,193.1,28.6,28.0,-17.8,-1.0
X-2640,BRCA,BYL719 + LJM716,197.5,28.3,31.0,-15.9,-2.1
X-2640,BRCA,BYL719,190.6,27.1,0.0,0.0,0.0
X-2640,BRCA,BYL719,156.6,27.1,3.0,-17.8,0.0
X-2640,BRCA,BYL719,187.3,26.4,7.0,-1.7,-2.6
X-2640,BRCA,BYL719,183.0,26.2,10.0,-4.0,-3.3
X-2640,BRCA,BYL719,206.6,27.3,17.0,8.4,0.7
X-2640,BRCA,BYL719,195.4,27.6,20.0,2.5,1.8
X-2640,BRCA,BYL719,214.0,27.7,25.0,12.3,2.2
X-2640,BRCA,BYL719,190.0,27.1,28.0,-0.3,0.0
X-2640,BRCA,BYL719,231.3,26.8,31.0,21.4,-1.1
X-2640,BRCA,BYL719,227.3,27.9,35.0,19.3,3.0
X-2640,BRCA,BYL719,209.7,27.5,38.0,10.0,1.5
X-2640,BRCA,BYL719,226.8,27.9,42.0,19.0,3.0
X-2640,BRCA,BYL719,240.1,27.4,45.0,26.0,1.1
X-2640,BRCA,BYL719,249.8,27.8,49.0,31.1,2.6
X-2640,BRCA,BYL719,268.4,28.7,52.0,40.8,5.9
X-2640,BRCA,BYL719,340.2,27.3,56.0,78.5,0.7
X-2640,BRCA,BYL719,344.5,27.7,59.0,80.7,2.2
X-2640,BRCA,BYL719,373.0,27.7,63.0,95.7,2.2
X-2640,BRCA,BYL719,411.9,27.7,66.0,116.1,2.2
X-2640,BRCA,BYL719,386.6,28.1,70.0,102.8,3.7
X-2640,BRCA,BYL719,374.8,27.3,73.0,96.6,0.7
X-2640,BRCA,BYL719,406.1,26.5,76.0,113.1,-2.2
X-2640,BRCA,BYL719,451.1,27.6,80.0,136.7,1.8
X-2640,BRCA,BYL719,502.9,28.1,84.0,163.9,3.7
X-2640,BRCA,BYL719,575.3,27.5,87.0,201.8,1.5
X-2640,BRCA,CGM097,203.3,23.8,0.0,0.0,0.0
X-2640,BRCA,CGM097,203.3,23.5,3.0,0.0,-1.3
X-2640,BRCA,CGM097,197.5,24.6,7.0,-2.9,3.4
X-2640,BRCA,CGM097,196.5,24.7,10.0,-3.3,3.8
X-2640,BRCA,CGM097,224.8,26.2,14.0,10.6,10.1
X-2640,BRCA,CGM097,234.4,25.9,17.0,15.3,8.8
X-2640,BRCA,CGM097,303.4,25.3,21.0,49.2,6.3
X-2640,BRCA,CGM097,308.0,25.1,25.0,51.5,5.5
X-2640,BRCA,CGM097,352.1,25.5,28.0,73.2,7.1
X-2640,BRCA,CGM097,389.5,25.1,32.0,91.6,5.5
X-2640,BRCA,CGM097,409.8,25.1,35.0,101.6,5.5
X-2640,BRCA,CGM097,455.4,25.6,39.0,124.0,7.6
X-2640,BRCA,CGM097,499.2,25.4,42.0,145.5,6.7
X-2640,BRCA,CGM097,590.5,25.6,46.0,190.5,7.6
X-2640,BRCA,CGM097,657.9,25.5,49.0,223.6,7.1
X-2640,BRCA,CGM097,727.0,25.0,53.0,257.6,5.0
X-2640,BRCA,CGM097,810.8,25.2,56.0,298.8,5.9
X-2640,BRCA,CGM097,762.0,25.6,60.0,274.8,7.6
X-2640,BRCA,CGM097,783.3,25.7,63.0,285.3,8.0
X-2640,BRCA,CGM097,877.2,25.8,67.0,331.5,8.4
X-2640,BRCA,CGM097,1001.6,25.8,70.0,392.7,8.4
X-2640,BRCA,CLR457,261.6,29.6,0.0,0.0,0.0
X-2640,BRCA,CLR457,257.1,29.0,3.0,-1.7,-2.0
X-2640,BRCA,CLR457,255.1,30.3,6.0,-2.5,2.4
X-2640,BRCA,CLR457,256.7,30.9,10.0,-1.9,4.4
X-2640,BRCA,CLR457,267.7,30.8,13.0,2.3,4.1
X-2640,BRCA,CLR457,266.9,30.3,17.0,2.0,2.4
X-2640,BRCA,CLR457,264.6,31.4,20.0,1.1,6.1
X-2640,BRCA,CLR457,264.0,30.9,24.0,0.9,4.4
X-2640,BRCA,CLR457,282.7,31.6,28.0,8.1,6.8
X-2640,BRCA,CLR457,272.4,32.1,31.0,4.1,8.4
X-2640,BRCA,CLR457,302.6,31.7,35.0,15.7,7.1
X-2640,BRCA,CLR457,329.4,32.8,38.0,25.9,10.8
X-2640,BRCA,CLR457,305.3,31.5,42.0,16.7,6.4
X-2640,BRCA,CLR457,315.5,31.0,45.0,20.6,4.7
X-2640,BRCA,CLR457,397.1,31.8,49.0,51.8,7.4
X-2640,BRCA,CLR457,369.8,30.9,52.0,41.4,4.4
X-2640,BRCA,CLR457,420.2,32.0,56.0,60.6,8.1
X-2640,BRCA,CLR457,421.5,31.6,59.0,61.1,6.8
X-2640,BRCA,CLR457,423.6,31.1,63.0,61.9,5.1
X-2640,BRCA,CLR457,371.1,31.3,66.0,41.9,5.7
X-2640,BRCA,CLR457,388.7,31.6,70.0,48.6,6.8
X-2640,BRCA,CLR457,404.4,32.0,73.0,54.6,8.1
X-2640,BRCA,CLR457,529.1,32.4,77.0,102.3,9.5
X-2640,BRCA,CLR457,535.4,32.2,80.0,104.7,8.8
X-2640,BRCA,CLR457,563.1,33.2,84.0,115.3,12.2
X-2640,BRCA,CLR457,629.6,32.3,87.0,140.7,9.1
X-2640,BRCA,HDM201,245.6,25.5,0.0,0.0,0.0
X-2640,BRCA,HDM201,314.2,26.5,3.0,27.9,3.9
X-2640,BRCA,HDM201,371.7,25.9,7.0,51.3,1.6
X-2640,BRCA,HDM201,448.9,26.5,10.0,82.8,3.9
X-2640,BRCA,HDM201,656.6,27.9,17.0,167.3,9.4
X-2640,BRCA,HDM201,690.5,27.4,20.0,181.1,7.5
X-2640,BRCA,HDM201,817.2,27.3,25.0,232.7,7.1
X-2640,BRCA,INC424,230.1,28.2,0.0,0.0,0.0
X-2640,BRCA,INC424,240.2,28.1,3.0,4.4,-0.4
X-2640,BRCA,INC424,230.7,28.3,6.0,0.3,0.4
X-2640,BRCA,INC424,315.1,28.7,10.0,36.9,1.8
X-2640,BRCA,INC424,235.5,28.0,13.0,2.3,-0.7
X-2640,BRCA,INC424,328.7,28.6,17.0,42.9,1.4
X-2640,BRCA,INC424,315.3,28.1,20.0,37.0,-0.4
X-2640,BRCA,INC424,314.5,27.7,23.0,36.7,-1.8
X-2640,BRCA,INC424,329.3,28.9,27.0,43.1,2.5
X-2640,BRCA,INC424,332.7,28.6,30.0,44.6,1.4
X-2640,BRCA,INC424,336.6,28.8,34.0,46.3,2.1
X-2640,BRCA,INC424,357.6,29.5,37.0,55.4,4.6
X-2640,BRCA,INC424,413.4,28.5,41.0,79.7,1.1
X-2640,BRCA,INC424,452.2,28.3,45.0,96.5,0.4
X-2640,BRCA,INC424,444.2,28.3,48.0,93.0,0.4
X-2640,BRCA,INC424,449.3,28.5,52.0,95.3,1.1
X-2640,BRCA,INC424,516.1,28.5,55.0,124.3,1.1
X-2640,BRCA,INC424,497.7,28.4,59.0,116.3,0.7
X-2640,BRCA,INC424,578.6,28.2,62.0,151.5,0.0
X-2640,BRCA,INC424,640.8,29.6,66.0,178.5,5.0
X-2640,BRCA,INC424,648.4,29.1,69.0,181.8,3.2
X-2640,BRCA,INC424,624.9,28.4,73.0,171.6,0.7
X-2640,BRCA,INC424,650.6,28.6,76.0,182.7,1.4
X-2640,BRCA,INC424,704.1,28.4,80.0,206.0,0.7
X-2640,BRCA,INC424,676.5,28.6,83.0,194.0,1.4
X-2640,BRCA,INC424,724.4,28.9,87.0,214.8,2.5
X-2640,BRCA,INC424,881.5,29.2,90.0,283.1,3.5
X-2640,BRCA,LEE011 + everolimus,199.6,23.8,0.0,0.0,0.0
X-2640,BRCA,LEE011 + everolimus,245.9,25.7,4.0,23.2,8.0
X-2640,BRCA,LEE011 + everolimus,244.8,24.8,7.0,22.6,4.2
X-2640,BRCA,LEE011 + everolimus,258.5,25.7,11.0,29.5,8.0
X-2640,BRCA,LEE011 + everolimus,250.6,27.4,14.0,25.6,15.1
X-2640,BRCA,LEE011 + everolimus,269.6,26.5,18.0,35.1,11.3
X-2640,BRCA,LEE011 + everolimus,308.2,27.7,21.0,54.4,16.4
X-2640,BRCA,LEE011 + everolimus,345.6,27.4,25.0,73.1,15.1
X-2640,BRCA,LEE011 + everolimus,340.7,27.8,28.0,70.7,16.8
X-2640,BRCA,LEE011 + everolimus,345.1,26.4,32.0,72.9,10.9
X-2640,BRCA,LEE011 + everolimus,377.5,26.8,35.0,89.1,12.6
X-2640,BRCA,LEE011 + everolimus,369.8,27.4,39.0,85.3,15.1
X-2640,BRCA,LEE011 + everolimus,378.8,27.8,42.0,89.8,16.8
X-2640,BRCA,LEE011 + everolimus,360.6,27.7,46.0,80.7,16.4
X-2640,BRCA,LEE011 + everolimus,397.6,27.8,49.0,99.2,16.8
X-2640,BRCA,LEE011 + everolimus,456.0,27.0,53.0,128.5,13.4
X-2640,BRCA,LEE011 + everolimus,487.4,28.4,56.0,144.2,19.3
X-2640,BRCA,LEE011,206.5,25.1,0.0,0.0,0.0
X-2640,BRCA,LEE011,224.2,27.1,4.0,8.6,8.0
X-2640,BRCA,LEE011,222.1,27.5,7.0,7.6,9.6
X-2640,BRCA,LEE011,244.5,27.9,11.0,18.4,11.2
X-2640,BRCA,LEE011,252.0,27.8,14.0,22.0,10.8
X-2640,BRCA,LEE011,272.6,26.7,18.0,32.0,6.4
X-2640,BRCA,LEE011,319.2,27.8,21.0,54.6,10.8
X-2640,BRCA,LEE011,356.7,27.8,25.0,72.7,10.8
X-2640,BRCA,LEE011,364.9,27.4,28.0,76.7,9.2
X-2640,BRCA,LEE011,446.7,26.9,32.0,116.3,7.2
X-2640,BRCA,LEE011,447.7,27.7,35.0,116.8,10.4
X-2640,BRCA,LEE011,575.1,27.5,39.0,178.5,9.6
X-2640,BRCA,LEE011,587.4,28.5,42.0,184.5,13.5
X-2640,BRCA,LEE011,577.1,26.4,46.0,179.5,5.2
X-2640,BRCA,LEE011,559.9,27.0,49.0,171.1,7.6
X-2640,BRCA,LEE011,610.8,28.2,53.0,195.8,12.4
X-2640,BRCA,LEE011,673.2,,56.0,226.0,12.4
X-2640,BRCA,LFA102,193.9,26.7,0.0,0.0,0.0
X-2640,BRCA,LFA102,214.7,26.5,3.0,10.7,-0.7
X-2640,BRCA,LFA102,242.4,27.2,6.0,25.0,1.9
X-2640,BRCA,LFA102,331.3,27.3,10.0,70.9,2.2
X-2640,BRCA,LFA102,352.4,27.4,13.0,81.7,2.6
X-2640,BRCA,LFA102,320.5,26.7,17.0,65.3,0.0
X-2640,BRCA,LFA102,308.3,27.2,20.0,59.0,1.9
X-2640,BRCA,LFA102,336.6,27.5,24.0,73.6,3.0
X-2640,BRCA,LFA102,359.6,28.3,27.0,85.5,6.0
X-2640,BRCA,LFA102,419.1,27.7,31.0,116.1,3.7
X-2640,BRCA,LFA102,482.9,29.5,34.0,149.0,10.5
X-2640,BRCA,LFA102,457.5,27.8,38.0,135.9,4.1
X-2640,BRCA,LFA102,490.6,27.2,41.0,153.0,1.9
X-2640,BRCA,LFA102,478.4,27.1,45.0,146.7,1.5
X-2640,BRCA,LFA102,485.1,27.6,48.0,150.2,3.4
X-2640,BRCA,LFA102,510.5,27.6,52.0,163.3,3.4
X-2640,BRCA,LFA102,547.3,28.9,56.0,182.3,8.2
X-2640,BRCA,LFA102,596.8,26.9,59.0,207.8,0.7
X-2640,BRCA,LFA102,600.6,28.6,62.0,209.7,7.1
X-2640,BRCA,LFA102,577.5,27.5,66.0,197.8,3.0
X-2640,BRCA,LFA102,611.6,28.1,69.0,215.4,5.2
X-2640,BRCA,LFA102,657.2,28.9,73.0,238.9,8.2
X-2640,BRCA,LFA102,677.3,28.5,76.0,249.3,6.7
X-2640,BRCA,LJM716 + trastuzumab,224.1,26.9,0.0,0.0,0.0
X-2640,BRCA,LJM716 + trastuzumab,269.7,26.0,3.0,20.3,-3.3
X-2640,BRCA,LJM716 + trastuzumab,268.4,27.8,6.0,19.8,3.3
X-2640,BRCA,LJM716 + trastuzumab,299.5,28.8,10.0,33.6,7.1
X-2640,BRCA,LJM716 + trastuzumab,274.5,28.0,13.0,22.5,4.1
X-2640,BRCA,LJM716 + trastuzumab,306.3,27.4,17.0,36.7,1.9
X-2640,BRCA,LJM716 + trastuzumab,314.4,27.6,20.0,40.3,2.6
X-2640,BRCA,LJM716 + trastuzumab,382.1,27.7,24.0,70.5,3.0
X-2640,BRCA,LJM716 + trastuzumab,362.4,28.0,27.0,61.7,4.1
X-2640,BRCA,LJM716 + trastuzumab,329.3,26.8,31.0,46.9,-0.4
X-2640,BRCA,LJM716 + trastuzumab,347.3,26.1,34.0,55.0,-3.0
X-2640,BRCA,LJM716 + trastuzumab,379.6,26.8,38.0,69.4,-0.4
X-2640,BRCA,LJM716 + trastuzumab,406.1,27.7,41.0,81.2,3.0
X-2640,BRCA,LJM716 + trastuzumab,390.7,27.1,45.0,74.3,0.7
X-2640,BRCA,LJM716 + trastuzumab,397.4,27.4,49.0,77.3,1.9
X-2640,BRCA,LJM716 + trastuzumab,384.7,26.4,52.0,71.7,-1.9
X-2640,BRCA,LJM716 + trastuzumab,370.8,27.1,55.0,65.5,0.7
X-2640,BRCA,LJM716 + trastuzumab,399.3,28.0,59.0,78.2,4.1
X-2640,BRCA,LJM716 + trastuzumab,440.0,27.6,62.0,96.3,2.6
X-2640,BRCA,LJM716 + trastuzumab,474.7,27.9,66.0,111.8,3.7
X-2640,BRCA,LJM716 + trastuzumab,474.4,27.5,69.0,111.7,2.2
X-2640,BRCA,LJM716 + trastuzumab,453.2,27.0,73.0,102.2,0.4
X-2640,BRCA,LJM716 + trastuzumab,502.1,28.0,76.0,124.1,4.1
X-2640,BRCA,LJM716 + trastuzumab,524.1,27.7,80.0,133.9,3.0
X-2640,BRCA,LJM716 + trastuzumab,528.8,27.2,83.0,136.0,1.1
X-2640,BRCA,LJM716 + trastuzumab,583.8,25.9,91.0,160.5,-3.7
X-2640,BRCA,LJM716 + trastuzumab,677.7,27.7,94.0,202.4,3.0
X-2640,BRCA,LJM716 + trastuzumab,717.4,27.3,97.0,220.1,1.5
X-2640,BRCA,LJM716,217.6,27.2,0.0,0.0,0.0
X-2640,BRCA,LJM716,166.9,25.3,4.0,-23.3,-7.0
X-2640,BRCA,LJM716,171.5,25.3,7.0,-21.2,-7.0
X-2640,BRCA,LJM716,191.9,25.1,11.0,-11.8,-7.7
X-2640,BRCA,LJM716,194.6,25.5,14.0,-10.6,-6.2
X-2640,BRCA,LJM716,194.7,25.3,17.0,-10.5,-7.0
X-2640,BRCA,LJM716,202.3,25.9,21.0,-7.0,-4.8
X-2640,BRCA,LJM716,208.5,26.3,24.0,-4.2,-3.3
X-2640,BRCA,LJM716,212.6,26.0,28.0,-2.3,-4.4
X-2640,BRCA,LJM716,227.8,26.4,31.0,4.7,-2.9
X-2640,BRCA,LJM716,220.7,24.3,35.0,1.4,-10.7
X-2640,BRCA,LJM716,212.4,23.2,39.0,-2.4,-14.7
X-2640,BRCA,LJM716,215.6,23.9,42.0,-0.9,-12.1
X-2640,BRCA,LJM716,225.3,24.9,46.0,3.5,-8.5
X-2640,BRCA,LJM716,251.3,24.3,49.0,15.5,-10.7
X-2640,BRCA,LJM716,214.0,25.0,53.0,-1.7,-8.1
X-2640,BRCA,LJM716,245.3,25.6,56.0,12.7,-5.9
X-2640,BRCA,LJM716,256.5,26.8,60.0,17.9,-1.5
X-2640,BRCA,LJM716,247.2,25.7,63.0,13.6,-5.5
X-2640,BRCA,LJM716,208.7,25.2,67.0,-4.1,-7.4
X-2640,BRCA,LJM716,258.5,26.1,70.0,18.8,-4.0
X-2640,BRCA,LJM716,252.3,26.1,74.0,15.9,-4.0
X-2640,BRCA,LJM716,258.0,26.5,77.0,18.6,-2.6
X-2640,BRCA,LJM716,244.2,27.0,81.0,12.2,-0.7
X-2640,BRCA,LJM716,293.6,26.5,84.0,34.9,-2.6
X-2640,BRCA,LJM716,277.6,27.6,88.0,27.6,1.5
X-2640,BRCA,LJM716,270.7,26.4,91.0,24.4,-2.9
X-2640,BRCA,LJM716,299.4,26.8,95.0,37.6,-1.5
X-2640,BRCA,LJM716,309.2,26.6,98.0,42.1,-2.2
X-2640,BRCA,LJM716,300.1,26.4,102.0,37.9,-2.9
X-2640,BRCA,LJM716,335.4,25.7,105.0,54.1,-5.5
X-2640,BRCA,LKA136,225.6,27.1,0.0,0.0,0.0
X-2640,BRCA,LKA136,217.7,28.0,3.0,-3.5,3.3
X-2640,BRCA,LKA136,224.4,28.1,6.0,-0.5,3.7
X-2640,BRCA,LKA136,233.1,28.8,9.0,3.3,6.3
X-2640,BRCA,LKA136,237.7,29.3,13.0,5.4,8.1
X-2640,BRCA,LKA136,265.3,29.4,16.0,17.6,8.5
X-2640,BRCA,LKA136,275.4,28.6,20.0,22.1,5.5
X-2640,BRCA,LKA136,287.3,28.3,23.0,27.3,4.4
X-2640,BRCA,LKA136,348.9,27.8,27.0,54.7,2.6
X-2640,BRCA,LKA136,395.1,29.0,31.0,75.1,7.0
X-2640,BRCA,LKA136,366.2,29.0,34.0,62.3,7.0
X-2640,BRCA,LKA136,363.7,28.7,38.0,61.2,5.9
X-2640,BRCA,LKA136,354.5,28.9,41.0,57.1,6.6
X-2640,BRCA,LKA136,400.2,28.7,45.0,77.4,5.9
X-2640,BRCA,LKA136,445.7,28.6,48.0,97.6,5.5
X-2640,BRCA,LKA136,500.9,28.7,52.0,122.0,5.9
X-2640,BRCA,LKA136,522.3,28.7,55.0,131.5,5.9
X-2640,BRCA,LKA136,566.9,28.4,59.0,151.3,4.8
X-2640,BRCA,LKA136,569.9,28.2,62.0,152.6,4.1
X-2640,BRCA,LKA136,552.8,27.5,66.0,145.0,1.5
X-2640,BRCA,LKA136,559.3,28.2,69.0,147.9,4.1
X-2640,BRCA,LKA136,579.7,28.3,73.0,157.0,4.4
X-2640,BRCA,LKA136,645.1,30.5,76.0,185.9,12.5
X-2640,BRCA,LKA136,775.2,29.5,80.0,243.6,8.9
X-2640,BRCA,LKA136,783.4,29.4,83.0,247.3,8.5
X-2640,BRCA,LKA136,960.4,29.1,87.0,325.7,7.4
X-2640,BRCA,LKA136,986.9,29.3,90.0,337.5,8.1
X-2640,BRCA,LLM871,282.9,24.9,0.0,0.0,0.0
X-2640,BRCA,LLM871,305.8,24.2,3.0,8.1,-2.8
X-2640,BRCA,LLM871,340.6,24.7,6.0,20.4,-0.8
X-2640,BRCA,LLM871,279.1,24.8,10.0,-1.3,-0.4
X-2640,BRCA,LLM871,322.6,24.4,13.0,14.0,-2.0
X-2640,BRCA,LLM871,298.9,24.3,17.0,5.7,-2.4
X-2640,BRCA,LLM871,298.6,24.7,20.0,5.5,-0.8
X-2640,BRCA,LLM871,330.6,24.2,24.0,16.9,-2.8
X-2640,BRCA,LLM871,297.2,24.9,27.0,5.1,0.0
X-2640,BRCA,LLM871,280.8,24.3,31.0,-0.7,-2.4
X-2640,BRCA,LLM871,242.4,24.8,34.0,-14.3,-0.4
X-2640,BRCA,LLM871,232.0,24.4,38.0,-18.0,-2.0
X-2640,BRCA,LLM871,195.0,25.4,41.0,-31.1,2.0
X-2640,BRCA,LLM871,141.9,24.7,45.0,-49.8,-0.8
X-2640,BRCA,LLM871,132.9,25.6,48.0,-53.0,2.8
X-2640,BRCA,LLM871,133.0,25.4,52.0,-53.0,2.0
X-2640,BRCA,LLM871,110.9,26.1,55.0,-60.8,4.8
X-2640,BRCA,LLM871,58.3,26.5,59.0,-79.4,6.4
X-2640,BRCA,LLM871,52.6,26.3,63.0,-81.4,5.6
X-2640,BRCA,LLM871,34.7,24.9,66.0,-87.7,0.0
X-2640,BRCA,LLM871,27.7,25.6,69.0,-90.2,2.8
X-2640,BRCA,LLM871,15.5,24.8,73.0,-94.5,-0.4
X-2640,BRCA,LLM871,10.0,26.4,76.0,-96.5,6.0
X-2640,BRCA,LLM871,0.0,27.4,80.0,-100.0,10.0
X-2640,BRCA,LLM871,0.0,26.5,83.0,-100.0,6.4
X-2640,BRCA,LLM871,0.0,25.8,87.0,-100.0,3.6
X-2640,BRCA,LLM871,0.0,26.4,90.0,-100.0,6.0
X-2640,BRCA,LLM871,0.0,25.7,94.0,-100.0,3.2
X-2640,BRCA,LLM871,0.0,25.8,97.0,-100.0,3.6
X-2640,BRCA,LLM871,0.0,26.1,105.0,-100.0,4.8
X-2640,BRCA,LLM871,0.0,25.6,108.0,-100.0,2.8
X-2640,BRCA,LLM871,0.0,26.7,111.0,-100.0,7.2
X-2640,BRCA,LLM871,0.0,26.6,119.0,-100.0,6.8
X-2640,BRCA,LLM871,0.0,25.6,122.0,-100.0,2.8
X-2640,BRCA,LLM871,0.0,27.9,125.0,-100.0,12.0
X-2640,BRCA,LLM871,0.0,27.0,129.0,-100.0,8.4
X-2640,BRCA,LLM871,0.0,27.5,132.0,-100.0,10.4
X-2640,BRCA,LLM871,0.0,27.5,136.0,-100.0,10.4
X-2640,BRCA,LLM871,0.0,27.6,139.0,-100.0,10.8
X-2640,BRCA,binimetinib,265.0,27.2,0.0,0.0,0.0
X-2640,BRCA,binimetinib,246.2,26.2,3.0,-7.1,-3.7
X-2640,BRCA,binimetinib,233.2,26.3,7.0,-12.0,-3.3
X-2640,BRCA,binimetinib,265.1,25.7,10.0,0.0,-5.5
X-2640,BRCA,binimetinib,263.7,26.5,14.0,-0.5,-2.6
X-2640,BRCA,binimetinib,294.9,25.8,17.0,11.3,-5.1
X-2640,BRCA,binimetinib,300.5,25.7,21.0,13.4,-5.5
X-2640,BRCA,binimetinib,272.4,26.1,24.0,2.8,-4.0
X-2640,BRCA,binimetinib,282.4,25.8,28.0,6.6,-5.1
X-2640,BRCA,binimetinib,295.9,25.3,31.0,11.7,-7.0
X-2640,BRCA,binimetinib,296.0,24.5,35.0,11.7,-9.9
X-2640,BRCA,binimetinib,353.7,24.5,38.0,33.5,-9.9
X-2640,BRCA,binimetinib,365.2,26.2,42.0,37.8,-3.7
X-2640,BRCA,binimetinib,352.5,26.0,45.0,33.0,-4.4
X-2640,BRCA,binimetinib,382.7,26.2,49.0,44.4,-3.7
X-2640,BRCA,binimetinib,397.6,25.8,52.0,50.0,-5.1
X-2640,BRCA,binimetinib,389.9,26.3,56.0,47.1,-3.3
X-2640,BRCA,binimetinib,434.4,26.5,60.0,63.9,-2.6
X-2640,BRCA,binimetinib,423.7,25.6,63.0,59.9,-5.9
X-2640,BRCA,binimetinib,434.6,25.4,66.0,64.0,-6.6
X-2640,BRCA,binimetinib,441.0,25.1,70.0,66.4,-7.7
X-2640,BRCA,binimetinib,402.9,25.1,73.0,52.0,-7.7
X-2640,BRCA,binimetinib,429.5,25.7,77.0,62.1,-5.5
X-2640,BRCA,binimetinib,419.1,25.8,80.0,58.2,-5.1
X-2640,BRCA,paclitaxel,305.7,27.1,0.0,0.0,0.0
X-2640,BRCA,paclitaxel,244.7,26.3,6.0,-20.0,-3.0
X-2640,BRCA,paclitaxel,292.1,25.9,9.0,-4.4,-4.4
X-2640,BRCA,paclitaxel,350.2,26.4,14.0,14.6,-2.6
